event,value,size_bytes,stride_bytes,threads,pattern,gbs,huge
cycles,5984094,32768,64,1,seq,0.699905,0
instructions,3306106,32768,64,1,seq,0.699905,0
cache-references,258469,32768,64,1,seq,0.699905,0
cache-misses,105473,32768,64,1,seq,0.699905,0
LLC-loads,24018,32768,64,1,seq,0.699905,0
LLC-load-misses,9352,32768,64,1,seq,0.699905,0
dTLB-load-misses,2006,32768,64,1,seq,0.699905,0
iTLB-load-misses,233,32768,64,1,seq,0.699905,0
cycles,5286257,32768,64,1,random,0.789747,0
instructions,3673053,32768,64,1,random,0.789747,0
cache-references,271813,32768,64,1,random,0.789747,0
cache-misses,104215,32768,64,1,random,0.789747,0
LLC-loads,22708,32768,64,1,random,0.789747,0
LLC-load-misses,8903,32768,64,1,random,0.789747,0
dTLB-load-misses,1307,32768,64,1,random,0.789747,0
cycles,5176308,32768,64,2,seq,0.292815,0
instructions,4926164,32768,64,2,seq,0.292815,0
cache-references,283133,32768,64,2,seq,0.292815,0
cache-misses,127463,32768,64,2,seq,0.292815,0
LLC-loads,22135,32768,64,2,seq,0.292815,0
LLC-load-misses,10524,32768,64,2,seq,0.292815,0
dTLB-load-misses,1453,32768,64,2,seq,0.292815,0
cycles,4127467,32768,64,2,random,0.512336,0
instructions,4837015,32768,64,2,random,0.512336,0
cache-references,267007,32768,64,2,random,0.512336,0
cache-misses,103044,32768,64,2,random,0.512336,0
LLC-loads,19418,32768,64,2,random,0.512336,0
LLC-load-misses,7694,32768,64,2,random,0.512336,0
dTLB-load-misses,424,32768,64,2,random,0.512336,0
cycles,5518517,32768,64,4,seq,0.386378,0
instructions,5188953,32768,64,4,seq,0.386378,0
cache-references,290943,32768,64,4,seq,0.386378,0
cache-misses,120490,32768,64,4,seq,0.386378,0
LLC-loads,21975,32768,64,4,seq,0.386378,0
LLC-load-misses,8028,32768,64,4,seq,0.386378,0
cycles,7376295,32768,64,4,random,0.193917,0
instructions,5615565,32768,64,4,random,0.193917,0
cache-references,334643,32768,64,4,random,0.193917,0
cache-misses,121952,32768,64,4,random,0.193917,0
LLC-loads,25576,32768,64,4,random,0.193917,0
LLC-load-misses,9471,32768,64,4,random,0.193917,0
dTLB-load-misses,1637,32768,64,4,random,0.193917,0
cycles,3724675,32768,256,1,seq,0.590742,0
instructions,4562377,32768,256,1,seq,0.590742,0
cache-references,243082,32768,256,1,seq,0.590742,0
cache-misses,110263,32768,256,1,seq,0.590742,0
LLC-loads,20118,32768,256,1,seq,0.590742,0
LLC-load-misses,9206,32768,256,1,seq,0.590742,0
dTLB-load-misses,1112,32768,256,1,seq,0.590742,0
iTLB-load-misses,184,32768,256,1,seq,0.590742,0
cycles,5351791,32768,256,1,random,0.489144,0
instructions,3304795,32768,256,1,random,0.489144,0
cache-references,277494,32768,256,1,random,0.489144,0
cache-misses,97790,32768,256,1,random,0.489144,0
LLC-loads,24769,32768,256,1,random,0.489144,0
LLC-load-misses,9287,32768,256,1,random,0.489144,0
dTLB-load-misses,2129,32768,256,1,random,0.489144,0
iTLB-load-misses,1234,32768,256,1,random,0.489144,0
cycles,4529175,32768,256,2,seq,0.263497,0
instructions,3305745,32768,256,2,seq,0.263497,0
cache-references,274175,32768,256,2,seq,0.263497,0
cache-misses,96513,32768,256,2,seq,0.263497,0
LLC-loads,25375,32768,256,2,seq,0.263497,0
LLC-load-misses,9001,32768,256,2,seq,0.263497,0
dTLB-load-misses,2007,32768,256,2,seq,0.263497,0
iTLB-load-misses,1306,32768,256,2,seq,0.263497,0
cycles,5410014,32768,256,2,random,0.311308,0
instructions,3558218,32768,256,2,random,0.311308,0
cache-references,261967,32768,256,2,random,0.311308,0
cache-misses,86264,32768,256,2,random,0.311308,0
LLC-loads,22423,32768,256,2,random,0.311308,0
LLC-load-misses,6680,32768,256,2,random,0.311308,0
dTLB-load-misses,1450,32768,256,2,random,0.311308,0
iTLB-load-misses,488,32768,256,2,random,0.311308,0
cycles,6598178,32768,256,4,seq,0.163145,0
instructions,3435079,32768,256,4,seq,0.163145,0
cache-references,338227,32768,256,4,seq,0.163145,0
cache-misses,125792,32768,256,4,seq,0.163145,0
LLC-loads,26572,32768,256,4,seq,0.163145,0
LLC-load-misses,10677,32768,256,4,seq,0.163145,0
dTLB-load-misses,1162,32768,256,4,seq,0.163145,0
iTLB-load-misses,1544,32768,256,4,seq,0.163145,0
cycles,6210636,32768,256,4,random,0.251334,0
instructions,3195736,32768,256,4,random,0.251334,0
cache-references,306126,32768,256,4,random,0.251334,0
cache-misses,120741,32768,256,4,random,0.251334,0
LLC-loads,26588,32768,256,4,random,0.251334,0
LLC-load-misses,10628,32768,256,4,random,0.251334,0
dTLB-load-misses,2129,32768,256,4,random,0.251334,0
iTLB-load-misses,597,32768,256,4,random,0.251334,0
cycles,5548426,32768,1024,1,seq,0.413177,0
instructions,3388909,32768,1024,1,seq,0.413177,0
cache-references,262361,32768,1024,1,seq,0.413177,0
cache-misses,100435,32768,1024,1,seq,0.413177,0
LLC-loads,26097,32768,1024,1,seq,0.413177,0
LLC-load-misses,9283,32768,1024,1,seq,0.413177,0
dTLB-load-misses,2217,32768,1024,1,seq,0.413177,0
iTLB-load-misses,1384,32768,1024,1,seq,0.413177,0
cycles,3305239,32768,1024,1,random,0.159025,0
instructions,3238578,32768,1024,1,random,0.159025,0
cache-references,219985,32768,1024,1,random,0.159025,0
cache-misses,98443,32768,1024,1,random,0.159025,0
LLC-loads,17365,32768,1024,1,random,0.159025,0
LLC-load-misses,7501,32768,1024,1,random,0.159025,0
dTLB-load-misses,835,32768,1024,1,random,0.159025,0
iTLB-load-misses,1050,32768,1024,1,random,0.159025,0
cycles,5695378,32768,1024,2,seq,0.420554,0
instructions,4415875,32768,1024,2,seq,0.420554,0
cache-references,241234,32768,1024,2,seq,0.420554,0
cache-misses,99606,32768,1024,2,seq,0.420554,0
LLC-loads,21384,32768,1024,2,seq,0.420554,0
LLC-load-misses,8224,32768,1024,2,seq,0.420554,0
dTLB-load-misses,854,32768,1024,2,seq,0.420554,0
iTLB-load-misses,158,32768,1024,2,seq,0.420554,0
cycles,3144071,32768,1024,2,random,0.407787,0
instructions,3792877,32768,1024,2,random,0.407787,0
cache-references,258058,32768,1024,2,random,0.407787,0
cache-misses,89962,32768,1024,2,random,0.407787,0
LLC-loads,21652,32768,1024,2,random,0.407787,0
LLC-load-misses,6702,32768,1024,2,random,0.407787,0
dTLB-load-misses,1617,32768,1024,2,random,0.407787,0
iTLB-load-misses,761,32768,1024,2,random,0.407787,0
cycles,6030769,32768,1024,4,seq,0.280076,0
instructions,3764776,32768,1024,4,seq,0.280076,0
cache-references,358319,32768,1024,4,seq,0.280076,0
cache-misses,135737,32768,1024,4,seq,0.280076,0
LLC-loads,29450,32768,1024,4,seq,0.280076,0
LLC-load-misses,11560,32768,1024,4,seq,0.280076,0
dTLB-load-misses,2045,32768,1024,4,seq,0.280076,0
iTLB-load-misses,1506,32768,1024,4,seq,0.280076,0
cycles,5117852,32768,1024,4,random,0.173303,0
instructions,4511187,32768,1024,4,random,0.173303,0
cache-references,283033,32768,1024,4,random,0.173303,0
cache-misses,107320,32768,1024,4,random,0.173303,0
LLC-loads,22129,32768,1024,4,random,0.173303,0
LLC-load-misses,8118,32768,1024,4,random,0.173303,0
dTLB-load-misses,1839,32768,1024,4,random,0.173303,0
iTLB-load-misses,468,32768,1024,4,random,0.173303,0
cycles,4262429,32768,4096,1,seq,0.312538,0
instructions,4670197,32768,4096,1,seq,0.312538,0
cache-references,226540,32768,4096,1,seq,0.312538,0
cache-misses,113160,32768,4096,1,seq,0.312538,0
LLC-loads,17360,32768,4096,1,seq,0.312538,0
LLC-load-misses,8928,32768,4096,1,seq,0.312538,0
dTLB-load-misses,1456,32768,4096,1,seq,0.312538,0
cycles,5808544,32768,4096,1,random,0.470134,0
instructions,3765750,32768,4096,1,random,0.470134,0
cache-references,253353,32768,4096,1,random,0.470134,0
cache-misses,116202,32768,4096,1,random,0.470134,0
LLC-loads,22017,32768,4096,1,random,0.470134,0
LLC-load-misses,10251,32768,4096,1,random,0.470134,0
dTLB-load-misses,1783,32768,4096,1,random,0.470134,0
iTLB-load-misses,976,32768,4096,1,random,0.470134,0
cycles,4406402,32768,4096,2,seq,0.285115,0
instructions,3353704,32768,4096,2,seq,0.285115,0
cache-references,275933,32768,4096,2,seq,0.285115,0
cache-misses,100907,32768,4096,2,seq,0.285115,0
LLC-loads,21222,32768,4096,2,seq,0.285115,0
LLC-load-misses,8303,32768,4096,2,seq,0.285115,0
dTLB-load-misses,1699,32768,4096,2,seq,0.285115,0
iTLB-load-misses,392,32768,4096,2,seq,0.285115,0
cycles,4127055,32768,4096,2,random,0.218406,0
instructions,4239795,32768,4096,2,random,0.218406,0
cache-references,240740,32768,4096,2,random,0.218406,0
cache-misses,93938,32768,4096,2,random,0.218406,0
LLC-loads,18072,32768,4096,2,random,0.218406,0
LLC-load-misses,6734,32768,4096,2,random,0.218406,0
dTLB-load-misses,2021,32768,4096,2,random,0.218406,0
cycles,7407742,32768,4096,4,seq,0.257093,0
instructions,4059176,32768,4096,4,seq,0.257093,0
cache-references,339419,32768,4096,4,seq,0.257093,0
cache-misses,132453,32768,4096,4,seq,0.257093,0
LLC-loads,31506,32768,4096,4,seq,0.257093,0
LLC-load-misses,12333,32768,4096,4,seq,0.257093,0
dTLB-load-misses,1858,32768,4096,4,seq,0.257093,0
iTLB-load-misses,1648,32768,4096,4,seq,0.257093,0
cycles,6437445,32768,4096,4,random,0.187681,0
instructions,5815140,32768,4096,4,random,0.187681,0
cache-references,313785,32768,4096,4,random,0.187681,0
cache-misses,112508,32768,4096,4,random,0.187681,0
LLC-loads,27043,32768,4096,4,random,0.187681,0
LLC-load-misses,8332,32768,4096,4,random,0.187681,0
dTLB-load-misses,2086,32768,4096,4,random,0.187681,0
iTLB-load-misses,1083,32768,4096,4,random,0.187681,0
cycles,4157361,65536,64,1,seq,0.717189,0
instructions,4337103,65536,64,1,seq,0.717189,0
cache-references,243658,65536,64,1,seq,0.717189,0
cache-misses,87647,65536,64,1,seq,0.717189,0
LLC-loads,20087,65536,64,1,seq,0.717189,0
LLC-load-misses,6226,65536,64,1,seq,0.717189,0
dTLB-load-misses,1767,65536,64,1,seq,0.717189,0
iTLB-load-misses,161,65536,64,1,seq,0.717189,0
cycles,4323336,65536,64,1,random,0.368749,0
instructions,3248289,65536,64,1,random,0.368749,0
cache-references,260791,65536,64,1,random,0.368749,0
cache-misses,92148,65536,64,1,random,0.368749,0
LLC-loads,20771,65536,64,1,random,0.368749,0
LLC-load-misses,6429,65536,64,1,random,0.368749,0
dTLB-load-misses,1288,65536,64,1,random,0.368749,0
iTLB-load-misses,1183,65536,64,1,random,0.368749,0
cycles,5713412,65536,64,2,seq,0.647455,0
instructions,4096171,65536,64,2,seq,0.647455,0
cache-references,300222,65536,64,2,seq,0.647455,0
cache-misses,111238,65536,64,2,seq,0.647455,0
LLC-loads,25427,65536,64,2,seq,0.647455,0
LLC-load-misses,10462,65536,64,2,seq,0.647455,0
dTLB-load-misses,2171,65536,64,2,seq,0.647455,0
iTLB-load-misses,1438,65536,64,2,seq,0.647455,0
cycles,4590467,65536,64,2,random,0.585498,0
instructions,5352694,65536,64,2,random,0.585498,0
cache-references,280310,65536,64,2,random,0.585498,0
cache-misses,87138,65536,64,2,random,0.585498,0
LLC-loads,19994,65536,64,2,random,0.585498,0
LLC-load-misses,5440,65536,64,2,random,0.585498,0
dTLB-load-misses,1142,65536,64,2,random,0.585498,0
cycles,4716117,65536,64,4,seq,0.409418,0
instructions,4680720,65536,64,4,seq,0.409418,0
cache-references,285049,65536,64,4,seq,0.409418,0
cache-misses,108453,65536,64,4,seq,0.409418,0
LLC-loads,23777,65536,64,4,seq,0.409418,0
LLC-load-misses,8213,65536,64,4,seq,0.409418,0
dTLB-load-misses,1583,65536,64,4,seq,0.409418,0
iTLB-load-misses,913,65536,64,4,seq,0.409418,0
cycles,6868262,65536,64,4,random,0.522912,0
instructions,4414485,65536,64,4,random,0.522912,0
cache-references,369748,65536,64,4,random,0.522912,0
cache-misses,137800,65536,64,4,random,0.522912,0
LLC-loads,30648,65536,64,4,random,0.522912,0
LLC-load-misses,10520,65536,64,4,random,0.522912,0
dTLB-load-misses,2330,65536,64,4,random,0.522912,0
iTLB-load-misses,1561,65536,64,4,random,0.522912,0
cycles,4110372,65536,256,1,seq,0.673826,0
instructions,4589063,65536,256,1,seq,0.673826,0
cache-references,220317,65536,256,1,seq,0.673826,0
cache-misses,110557,65536,256,1,seq,0.673826,0
LLC-loads,18120,65536,256,1,seq,0.673826,0
LLC-load-misses,8021,65536,256,1,seq,0.673826,0
dTLB-load-misses,1120,65536,256,1,seq,0.673826,0
cycles,5118456,65536,256,1,random,0.887354,0
instructions,3409540,65536,256,1,random,0.887354,0
cache-references,233299,65536,256,1,random,0.887354,0
cache-misses,85278,65536,256,1,random,0.887354,0
LLC-loads,19690,65536,256,1,random,0.887354,0
LLC-load-misses,7073,65536,256,1,random,0.887354,0
dTLB-load-misses,1394,65536,256,1,random,0.887354,0
iTLB-load-misses,964,65536,256,1,random,0.887354,0
cycles,6111204,65536,256,2,seq,0.656262,0
instructions,5436313,65536,256,2,seq,0.656262,0
cache-references,284666,65536,256,2,seq,0.656262,0
cache-misses,115324,65536,256,2,seq,0.656262,0
LLC-loads,25173,65536,256,2,seq,0.656262,0
LLC-load-misses,10815,65536,256,2,seq,0.656262,0
dTLB-load-misses,1635,65536,256,2,seq,0.656262,0
iTLB-load-misses,568,65536,256,2,seq,0.656262,0
cycles,4602838,65536,256,2,random,0.675472,0
instructions,4394809,65536,256,2,random,0.675472,0
cache-references,254315,65536,256,2,random,0.675472,0
cache-misses,92405,65536,256,2,random,0.675472,0
LLC-loads,21642,65536,256,2,random,0.675472,0
LLC-load-misses,6626,65536,256,2,random,0.675472,0
dTLB-load-misses,1415,65536,256,2,random,0.675472,0
iTLB-load-misses,120,65536,256,2,random,0.675472,0
cycles,5446873,65536,256,4,seq,0.174764,0
instructions,5641494,65536,256,4,seq,0.174764,0
cache-references,299008,65536,256,4,seq,0.174764,0
cache-misses,103693,65536,256,4,seq,0.174764,0
LLC-loads,24392,65536,256,4,seq,0.174764,0
LLC-load-misses,7540,65536,256,4,seq,0.174764,0
dTLB-load-misses,1803,65536,256,4,seq,0.174764,0
iTLB-load-misses,1038,65536,256,4,seq,0.174764,0
cycles,6306564,65536,256,4,random,0.546185,0
instructions,4117523,65536,256,4,random,0.546185,0
cache-references,329907,65536,256,4,random,0.546185,0
cache-misses,110069,65536,256,4,random,0.546185,0
LLC-loads,29004,65536,256,4,random,0.546185,0
LLC-load-misses,8101,65536,256,4,random,0.546185,0
dTLB-load-misses,2604,65536,256,4,random,0.546185,0
iTLB-load-misses,678,65536,256,4,random,0.546185,0
cycles,4755791,65536,1024,1,seq,0.658754,0
instructions,5249153,65536,1024,1,seq,0.658754,0
cache-references,233551,65536,1024,1,seq,0.658754,0
cache-misses,107343,65536,1024,1,seq,0.658754,0
LLC-loads,19424,65536,1024,1,seq,0.658754,0
LLC-load-misses,9287,65536,1024,1,seq,0.658754,0
dTLB-load-misses,1423,65536,1024,1,seq,0.658754,0
cycles,6299949,65536,1024,1,random,0.637617,0
instructions,3807273,65536,1024,1,random,0.637617,0
cache-references,291627,65536,1024,1,random,0.637617,0
cache-misses,110888,65536,1024,1,random,0.637617,0
LLC-loads,22270,65536,1024,1,random,0.637617,0
LLC-load-misses,11117,65536,1024,1,random,0.637617,0
dTLB-load-misses,1983,65536,1024,1,random,0.637617,0
iTLB-load-misses,1597,65536,1024,1,random,0.637617,0
cycles,5645522,65536,1024,2,seq,0.109586,0
instructions,3687072,65536,1024,2,seq,0.109586,0
cache-references,277648,65536,1024,2,seq,0.109586,0
cache-misses,102642,65536,1024,2,seq,0.109586,0
LLC-loads,26753,65536,1024,2,seq,0.109586,0
LLC-load-misses,10159,65536,1024,2,seq,0.109586,0
dTLB-load-misses,2647,65536,1024,2,seq,0.109586,0
iTLB-load-misses,1932,65536,1024,2,seq,0.109586,0
cycles,5930524,65536,1024,2,random,0.488543,0
instructions,4517204,65536,1024,2,random,0.488543,0
cache-references,321010,65536,1024,2,random,0.488543,0
cache-misses,134861,65536,1024,2,random,0.488543,0
LLC-loads,25246,65536,1024,2,random,0.488543,0
LLC-load-misses,10770,65536,1024,2,random,0.488543,0
dTLB-load-misses,1963,65536,1024,2,random,0.488543,0
iTLB-load-misses,1028,65536,1024,2,random,0.488543,0
cycles,6148203,65536,1024,4,seq,0.462349,0
instructions,3896186,65536,1024,4,seq,0.462349,0
cache-references,315699,65536,1024,4,seq,0.462349,0
cache-misses,117949,65536,1024,4,seq,0.462349,0
LLC-loads,26984,65536,1024,4,seq,0.462349,0
LLC-load-misses,9806,65536,1024,4,seq,0.462349,0
dTLB-load-misses,1702,65536,1024,4,seq,0.462349,0
iTLB-load-misses,1034,65536,1024,4,seq,0.462349,0
cycles,5823226,65536,1024,4,random,0.4981,0
instructions,4297075,65536,1024,4,random,0.4981,0
cache-references,311319,65536,1024,4,random,0.4981,0
cache-misses,117044,65536,1024,4,random,0.4981,0
LLC-loads,28425,65536,1024,4,random,0.4981,0
LLC-load-misses,11462,65536,1024,4,random,0.4981,0
dTLB-load-misses,2225,65536,1024,4,random,0.4981,0
iTLB-load-misses,1763,65536,1024,4,random,0.4981,0
cycles,4185765,65536,4096,1,seq,0.691257,0
instructions,3722600,65536,4096,1,seq,0.691257,0
cache-references,234282,65536,4096,1,seq,0.691257,0
cache-misses,111115,65536,4096,1,seq,0.691257,0
LLC-loads,18715,65536,4096,1,seq,0.691257,0
LLC-load-misses,8499,65536,4096,1,seq,0.691257,0
dTLB-load-misses,1393,65536,4096,1,seq,0.691257,0
iTLB-load-misses,320,65536,4096,1,seq,0.691257,0
cycles,5430610,65536,4096,1,random,0.856453,0
instructions,3726952,65536,4096,1,random,0.856453,0
cache-references,239612,65536,4096,1,random,0.856453,0
cache-misses,102627,65536,4096,1,random,0.856453,0
LLC-loads,19171,65536,4096,1,random,0.856453,0
LLC-load-misses,8753,65536,4096,1,random,0.856453,0
dTLB-load-misses,1439,65536,4096,1,random,0.856453,0
iTLB-load-misses,886,65536,4096,1,random,0.856453,0
cycles,5514782,65536,4096,2,seq,0.504032,0
instructions,3838236,65536,4096,2,seq,0.504032,0
cache-references,250447,65536,4096,2,seq,0.504032,0
cache-misses,103272,65536,4096,2,seq,0.504032,0
LLC-loads,20750,65536,4096,2,seq,0.504032,0
LLC-load-misses,8277,65536,4096,2,seq,0.504032,0
dTLB-load-misses,1075,65536,4096,2,seq,0.504032,0
iTLB-load-misses,1340,65536,4096,2,seq,0.504032,0
cycles,2625379,65536,4096,2,random,0.560479,0
instructions,3564407,65536,4096,2,random,0.560479,0
cache-references,270209,65536,4096,2,random,0.560479,0
cache-misses,110917,65536,4096,2,random,0.560479,0
LLC-loads,20909,65536,4096,2,random,0.560479,0
LLC-load-misses,8582,65536,4096,2,random,0.560479,0
dTLB-load-misses,1373,65536,4096,2,random,0.560479,0
iTLB-load-misses,1111,65536,4096,2,random,0.560479,0
cycles,5685810,65536,4096,4,seq,0.247089,0
instructions,5560811,65536,4096,4,seq,0.247089,0
cache-references,305238,65536,4096,4,seq,0.247089,0
cache-misses,141753,65536,4096,4,seq,0.247089,0
LLC-loads,24835,65536,4096,4,seq,0.247089,0
LLC-load-misses,10743,65536,4096,4,seq,0.247089,0
dTLB-load-misses,1381,65536,4096,4,seq,0.247089,0
iTLB-load-misses,1658,65536,4096,4,seq,0.247089,0
cycles,6437230,65536,4096,4,random,0.3559,0
instructions,3742692,65536,4096,4,random,0.3559,0
cache-references,248081,65536,4096,4,random,0.3559,0
cache-misses,108285,65536,4096,4,random,0.3559,0
LLC-loads,23202,65536,4096,4,random,0.3559,0
LLC-load-misses,8099,65536,4096,4,random,0.3559,0
dTLB-load-misses,1738,65536,4096,4,random,0.3559,0
iTLB-load-misses,1500,65536,4096,4,random,0.3559,0
cycles,6436664,262144,64,1,seq,2.95023,0
instructions,4760004,262144,64,1,seq,2.95023,0
cache-references,321200,262144,64,1,seq,2.95023,0
cache-misses,107823,262144,64,1,seq,2.95023,0
LLC-loads,47783,262144,64,1,seq,2.95023,0
LLC-load-misses,11007,262144,64,1,seq,2.95023,0
dTLB-load-misses,2208,262144,64,1,seq,2.95023,0
iTLB-load-misses,1251,262144,64,1,seq,2.95023,0
cycles,4443882,262144,64,1,random,2.05871,0
instructions,4340865,262144,64,1,random,2.05871,0
cache-references,270202,262144,64,1,random,2.05871,0
cache-misses,91896,262144,64,1,random,2.05871,0
LLC-loads,37727,262144,64,1,random,2.05871,0
LLC-load-misses,6346,262144,64,1,random,2.05871,0
dTLB-load-misses,1391,262144,64,1,random,2.05871,0
iTLB-load-misses,1399,262144,64,1,random,2.05871,0
cycles,6549597,262144,64,2,seq,1.01864,0
instructions,4495559,262144,64,2,seq,1.01864,0
cache-references,350828,262144,64,2,seq,1.01864,0
cache-misses,124054,262144,64,2,seq,1.01864,0
LLC-loads,35880,262144,64,2,seq,1.01864,0
LLC-load-misses,10986,262144,64,2,seq,1.01864,0
dTLB-load-misses,2280,262144,64,2,seq,1.01864,0
iTLB-load-misses,1417,262144,64,2,seq,1.01864,0
cycles,5858929,262144,64,2,random,1.52044,0
instructions,5042588,262144,64,2,random,1.52044,0
cache-references,347185,262144,64,2,random,1.52044,0
cache-misses,110863,262144,64,2,random,1.52044,0
LLC-loads,26789,262144,64,2,random,1.52044,0
LLC-load-misses,8032,262144,64,2,random,1.52044,0
dTLB-load-misses,1381,262144,64,2,random,1.52044,0
iTLB-load-misses,1374,262144,64,2,random,1.52044,0
cycles,7367599,262144,64,4,seq,1.41942,0
instructions,4633564,262144,64,4,seq,1.41942,0
cache-references,396503,262144,64,4,seq,1.41942,0
cache-misses,139675,262144,64,4,seq,1.41942,0
LLC-loads,30031,262144,64,4,seq,1.41942,0
LLC-load-misses,10767,262144,64,4,seq,1.41942,0
dTLB-load-misses,2263,262144,64,4,seq,1.41942,0
iTLB-load-misses,1764,262144,64,4,seq,1.41942,0
cycles,6813112,262144,64,4,random,0.697228,0
instructions,5248191,262144,64,4,random,0.697228,0
cache-references,409679,262144,64,4,random,0.697228,0
cache-misses,141237,262144,64,4,random,0.697228,0
LLC-loads,31396,262144,64,4,random,0.697228,0
LLC-load-misses,10303,262144,64,4,random,0.697228,0
dTLB-load-misses,1556,262144,64,4,random,0.697228,0
iTLB-load-misses,1331,262144,64,4,random,0.697228,0
cycles,5181072,262144,256,1,seq,2.80321,0
instructions,4364353,262144,256,1,seq,2.80321,0
cache-references,268761,262144,256,1,seq,2.80321,0
cache-misses,131946,262144,256,1,seq,2.80321,0
LLC-loads,27278,262144,256,1,seq,2.80321,0
LLC-load-misses,10602,262144,256,1,seq,2.80321,0
dTLB-load-misses,2512,262144,256,1,seq,2.80321,0
iTLB-load-misses,2369,262144,256,1,seq,2.80321,0
cycles,4981456,262144,256,1,random,3.04391,0
instructions,5552805,262144,256,1,random,3.04391,0
cache-references,268821,262144,256,1,random,3.04391,0
cache-misses,100039,262144,256,1,random,3.04391,0
LLC-loads,25785,262144,256,1,random,3.04391,0
LLC-load-misses,7011,262144,256,1,random,3.04391,0
dTLB-load-misses,1335,262144,256,1,random,3.04391,0
iTLB-load-misses,126,262144,256,1,random,3.04391,0
cycles,5943528,262144,256,2,seq,0.85439,0
instructions,4406818,262144,256,2,seq,0.85439,0
cache-references,294709,262144,256,2,seq,0.85439,0
cache-misses,129879,262144,256,2,seq,0.85439,0
LLC-loads,27798,262144,256,2,seq,0.85439,0
LLC-load-misses,10239,262144,256,2,seq,0.85439,0
dTLB-load-misses,2316,262144,256,2,seq,0.85439,0
iTLB-load-misses,811,262144,256,2,seq,0.85439,0
cycles,5578085,262144,256,2,random,1.45493,0
instructions,4870971,262144,256,2,random,1.45493,0
cache-references,322841,262144,256,2,random,1.45493,0
cache-misses,105980,262144,256,2,random,1.45493,0
LLC-loads,26748,262144,256,2,random,1.45493,0
LLC-load-misses,10098,262144,256,2,random,1.45493,0
dTLB-load-misses,1484,262144,256,2,random,1.45493,0
iTLB-load-misses,1221,262144,256,2,random,1.45493,0
cycles,5067429,262144,256,4,seq,1.66376,0
instructions,5046916,262144,256,4,seq,1.66376,0
cache-references,285596,262144,256,4,seq,1.66376,0
cache-misses,98727,262144,256,4,seq,1.66376,0
LLC-loads,23189,262144,256,4,seq,1.66376,0
LLC-load-misses,6747,262144,256,4,seq,1.66376,0
dTLB-load-misses,1782,262144,256,4,seq,1.66376,0
iTLB-load-misses,1122,262144,256,4,seq,1.66376,0
cycles,6480924,262144,256,4,random,0.989095,0
instructions,4663100,262144,256,4,random,0.989095,0
cache-references,329593,262144,256,4,random,0.989095,0
cache-misses,103699,262144,256,4,random,0.989095,0
LLC-loads,21017,262144,256,4,random,0.989095,0
LLC-load-misses,7710,262144,256,4,random,0.989095,0
dTLB-load-misses,1744,262144,256,4,random,0.989095,0
iTLB-load-misses,1604,262144,256,4,random,0.989095,0
cycles,6074694,262144,1024,1,seq,3.47093,0
instructions,4655711,262144,1024,1,seq,3.47093,0
cache-references,317789,262144,1024,1,seq,3.47093,0
cache-misses,117457,262144,1024,1,seq,3.47093,0
LLC-loads,29966,262144,1024,1,seq,3.47093,0
LLC-load-misses,12277,262144,1024,1,seq,3.47093,0
dTLB-load-misses,2842,262144,1024,1,seq,3.47093,0
iTLB-load-misses,2097,262144,1024,1,seq,3.47093,0
cycles,4808281,262144,1024,1,random,3.17964,0
instructions,3700408,262144,1024,1,random,3.17964,0
cache-references,301551,262144,1024,1,random,3.17964,0
cache-misses,120952,262144,1024,1,random,3.17964,0
LLC-loads,22838,262144,1024,1,random,3.17964,0
LLC-load-misses,9528,262144,1024,1,random,3.17964,0
dTLB-load-misses,2015,262144,1024,1,random,3.17964,0
iTLB-load-misses,1446,262144,1024,1,random,3.17964,0
cycles,5783320,262144,1024,2,seq,2.07943,0
instructions,5048623,262144,1024,2,seq,2.07943,0
cache-references,325200,262144,1024,2,seq,2.07943,0
cache-misses,130922,262144,1024,2,seq,2.07943,0
LLC-loads,23959,262144,1024,2,seq,2.07943,0
LLC-load-misses,11040,262144,1024,2,seq,2.07943,0
dTLB-load-misses,1938,262144,1024,2,seq,2.07943,0
iTLB-load-misses,1405,262144,1024,2,seq,2.07943,0
cycles,6098924,262144,1024,2,random,2.51872,0
instructions,4406271,262144,1024,2,random,2.51872,0
cache-references,303838,262144,1024,2,random,2.51872,0
cache-misses,97900,262144,1024,2,random,2.51872,0
LLC-loads,25100,262144,1024,2,random,2.51872,0
LLC-load-misses,8151,262144,1024,2,random,2.51872,0
dTLB-load-misses,2000,262144,1024,2,random,2.51872,0
iTLB-load-misses,1421,262144,1024,2,random,2.51872,0
cycles,6184499,262144,1024,4,seq,1.91797,0
instructions,6382519,262144,1024,4,seq,1.91797,0
cache-references,333047,262144,1024,4,seq,1.91797,0
cache-misses,120902,262144,1024,4,seq,1.91797,0
LLC-loads,25208,262144,1024,4,seq,1.91797,0
LLC-load-misses,8775,262144,1024,4,seq,1.91797,0
dTLB-load-misses,2254,262144,1024,4,seq,1.91797,0
iTLB-load-misses,473,262144,1024,4,seq,1.91797,0
cycles,6167996,262144,1024,4,random,1.76606,0
instructions,5605025,262144,1024,4,random,1.76606,0
cache-references,332288,262144,1024,4,random,1.76606,0
cache-misses,144916,262144,1024,4,random,1.76606,0
LLC-loads,23984,262144,1024,4,random,1.76606,0
LLC-load-misses,10628,262144,1024,4,random,1.76606,0
dTLB-load-misses,2175,262144,1024,4,random,1.76606,0
iTLB-load-misses,2170,262144,1024,4,random,1.76606,0
